Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name
ENSMUSG00000032633	ENSMUSG00000032633.12	11	59791408	59810016	Flcn
ENSMUSG00000103306	ENSMUSG00000103306.1	3	4766098	4766371	Gm37801
ENSMUSG00000033684	ENSMUSG00000033684.14	1	155776029	155812889	Qsox1
ENSMUSG00000117800	ENSMUSG00000117800.1	19	37465253	37471834	1700122C19Rik
ENSMUSG00000059851	ENSMUSG00000059851.15	7	4740115	4747514	Kmt5c
ENSMUSG00000107034	ENSMUSG00000107034.1	5	77227378	77227950	Gm19060
ENSMUSG00000107695	ENSMUSG00000107695.1	6	66254743	66258205	Gm44289
ENSMUSG00000024827	ENSMUSG00000024827.10	19	30098447	30175429	Gldc
ENSMUSG00000095754	ENSMUSG00000095754.2	X	31253603	31255454	Spin2f
ENSMUSG00000107653	ENSMUSG00000107653.1	6	66264155	66284845	Gm31520
ENSMUSG00000103957	ENSMUSG00000103957.1	2	127269449	127270054	Gm10766
ENSMUSG00000111661	ENSMUSG00000111661.1	9	20555329	20555809	Gm46142
ENSMUSG00000111893	ENSMUSG00000111893.1	12	32219961	32220669	Gm47928
ENSMUSG00000112578	ENSMUSG00000112578.1	12	32246259	32248624	Gm33308
ENSMUSG00000107837	ENSMUSG00000107837.1	6	66398551	66398716	Gm44281
ENSMUSG00000070564	ENSMUSG00000070564.15	7	45684022	45694556	Ntn5
ENSMUSG00000118441	ENSMUSG00000118441.1	X	31336401	31338101	Btbd35f26
ENSMUSG00000107631	ENSMUSG00000107631.1	6	66398746	66398971	Gm44233
ENSMUSG00000092506	ENSMUSG00000092506.1	7	21875360	21876280	Vmn1r-ps77
ENSMUSG00000098659	ENSMUSG00000098659.7	3	4797558	4814911	1110015O18Rik
ENSMUSG00000110308	ENSMUSG00000110308.1	8	63020866	63025047	Gm45516
ENSMUSG00000033793	ENSMUSG00000033793.12	1	5070018	5162529	Atp6v1h
ENSMUSG00000029249	ENSMUSG00000029249.15	5	77265491	77286432	Rest
ENSMUSG00000093528	ENSMUSG00000093528.1	14	38898302	38958794	Nrg3os
ENSMUSG00000104199	ENSMUSG00000104199.1	1	42651726	42652401	4930420N18Rik
ENSMUSG00000093383	ENSMUSG00000093383.1	14	39220071	39250430	Gm20642
ENSMUSG00000083155	ENSMUSG00000083155.1	11	121415092	121415426	Gm11866
ENSMUSG00000109622	ENSMUSG00000109622.1	8	63198972	63201439	Gm45517
ENSMUSG00000060424	ENSMUSG00000060424.14	1	42590782	42694842	Pantr1
ENSMUSG00000093556	ENSMUSG00000093556.1	14	38522049	38532311	Gm20641
ENSMUSG00000086580	ENSMUSG00000086580.1	X	31347183	31347822	Gm15280
ENSMUSG00000086906	ENSMUSG00000086906.1	X	31351400	31351897	Gm15276
ENSMUSG00000095239	ENSMUSG00000095239.4	7	108420421	108424911	Olfr497
ENSMUSG00000082307	ENSMUSG00000082307.3	2	24494068	24495011	Gm13418
ENSMUSG00000109744	ENSMUSG00000109744.1	8	62979221	62983755	Gm45461
ENSMUSG00000118465	ENSMUSG00000118465.1	X	31382186	31383886	CT867961.1
ENSMUSG00000109081	ENSMUSG00000109081.1	7	108458981	108459335	Gm44611
ENSMUSG00000104691	ENSMUSG00000104691.1	5	43470692	43474853	Gm43021
ENSMUSG00000069804	ENSMUSG00000069804.2	11	77785453	77787747	Gm10277
ENSMUSG00000104141	ENSMUSG00000104141.1	3	4890266	4891231	Gm6140
ENSMUSG00000059049	ENSMUSG00000059049.14	4	82897920	83052339	Frem1
ENSMUSG00000087090	ENSMUSG00000087090.7	7	142544609	142558596	Nctc1
ENSMUSG00000115228	ENSMUSG00000115228.1	14	49747251	49748193	Gm48948
ENSMUSG00000113005	ENSMUSG00000113005.1	12	37446746	37475031	Gm34408
ENSMUSG00000106661	ENSMUSG00000106661.1	5	9968674	9969418	Gm42832
ENSMUSG00000036242	ENSMUSG00000036242.15	14	49675952	49783383	Armh4
ENSMUSG00000114007	ENSMUSG00000114007.1	12	37569279	37569560	Gm48660
ENSMUSG00000118452	ENSMUSG00000118452.1	X	31573015	31574469	CT963124.1
ENSMUSG00000096679	ENSMUSG00000096679.3	7	108465326	108467585	Olfr498
ENSMUSG00000046993	ENSMUSG00000046993.6	X	60045111	60046229	Gm5637
ENSMUSG00000087361	ENSMUSG00000087361.7	4	101353783	101399181	0610043K17Rik
ENSMUSG00000096337	ENSMUSG00000096337.1	2	83978933	83981425	Gm13694
ENSMUSG00000085330	ENSMUSG00000085330.1	2	24545492	24566697	Gm13417
ENSMUSG00000090682	ENSMUSG00000090682.4	1	46011757	46012020	Gm3852
ENSMUSG00000091487	ENSMUSG00000091487.1	5	10067365	10070678	Gm6586
ENSMUSG00000040467	ENSMUSG00000040467.1	8	8661801	8664728	4921522P10Rik
ENSMUSG00000081341	ENSMUSG00000081341.1	X	60051001	60051596	Gm14891
ENSMUSG00000025423	ENSMUSG00000025423.16	18	77065208	77153800	Pias2
ENSMUSG00000086782	ENSMUSG00000086782.2	4	101346531	101356735	E130102H24Rik
ENSMUSG00000095824	ENSMUSG00000095824.1	2	83984743	83987235	Gm13697
ENSMUSG00000044457	ENSMUSG00000044457.8	1	46020072	46030469	Stk-ps2
ENSMUSG00000036285	ENSMUSG00000036285.10	5	77294182	77310084	Noa1
ENSMUSG00000096645	ENSMUSG00000096645.2	X	31618138	31619994	Spin2e
ENSMUSG00000040364	ENSMUSG00000040364.8	7	45677686	45694402	Sec1
ENSMUSG00000109213	ENSMUSG00000109213.2	7	108475756	108477407	Olfr499-ps1
ENSMUSG00000116307	ENSMUSG00000116307.1	15	78531109	78532797	Gm49490
ENSMUSG00000079247	ENSMUSG00000079247.2	2	83990553	83993045	Gm13691
ENSMUSG00000083614	ENSMUSG00000083614.1	4	101362177	101362890	Gm12795
ENSMUSG00000022440	ENSMUSG00000022440.9	15	78523346	78531416	C1qtnf6
ENSMUSG00000100324	ENSMUSG00000100324.1	7	32931373	32931835	Gm9156
ENSMUSG00000086186	ENSMUSG00000086186.1	2	110031250	110050479	Ccdc34os
ENSMUSG00000102591	ENSMUSG00000102591.1	2	24588566	24591225	Gm38383
ENSMUSG00000100471	ENSMUSG00000100471.1	7	32931925	32932027	Gm28409
ENSMUSG00000115594	ENSMUSG00000115594.1	15	12286669	12287453	Gm46497
ENSMUSG00000112509	ENSMUSG00000112509.1	10	69372689	69373312	Gm47211
ENSMUSG00000082672	ENSMUSG00000082672.1	4	21671040	21671308	Gm11876
ENSMUSG00000087290	ENSMUSG00000087290.2	5	43549928	43601731	Gm15866
ENSMUSG00000107496	ENSMUSG00000107496.1	6	107627774	107632549	4933431M02Rik
ENSMUSG00000101296	ENSMUSG00000101296.1	7	32972200	32973961	Scgb2b32-ps
ENSMUSG00000099712	ENSMUSG00000099712.1	Y	37364052	37364747	Gm29411
ENSMUSG00000058607	ENSMUSG00000058607.4	19	30160620	30160997	Rpl31-ps20
ENSMUSG00000027160	ENSMUSG00000027160.16	2	110017817	110173360	Ccdc34
ENSMUSG00000084758	ENSMUSG00000084758.1	4	101403081	101407856	Gm12798
ENSMUSG00000099586	ENSMUSG00000099586.1	Y	37400946	37401560	Gm28222
ENSMUSG00000080904	ENSMUSG00000080904.1	11	5818497	5818583	Gm11966
ENSMUSG00000104912	ENSMUSG00000104912.1	5	43575821	43577926	Gm43023
ENSMUSG00000084768	ENSMUSG00000084768.2	2	35224533	35226685	Gm13605
ENSMUSG00000006024	ENSMUSG00000006024.13	7	16098458	16117975	Napa
ENSMUSG00000104547	ENSMUSG00000104547.1	5	43528626	43532893	Gm43022
ENSMUSG00000021743	ENSMUSG00000021743.6	14	12342094	12348189	Fezf2
ENSMUSG00000061535	ENSMUSG00000061535.11	5	43515538	43618803	C1qtnf7
ENSMUSG00000100066	ENSMUSG00000100066.1	Y	37430480	37431175	Gm21835
ENSMUSG00000101879	ENSMUSG00000101879.1	Y	37547328	37550565	Gm28820
ENSMUSG00000027746	ENSMUSG00000027746.13	3	53853376	53863830	Ufm1
ENSMUSG00000036275	ENSMUSG00000036275.13	11	52396428	52408728	9530068E07Rik
ENSMUSG00000027944	ENSMUSG00000027944.13	3	89995446	89998780	Hax1
ENSMUSG00000099412	ENSMUSG00000099412.1	Y	37584337	37584651	Gm28223
ENSMUSG00000046652	ENSMUSG00000046652.3	6	42400238	42401119	Tas2r143
ENSMUSG00000053929	ENSMUSG00000053929.17	15	76643395	76660117	Cyhr1
ENSMUSG00000025207	ENSMUSG00000025207.16	19	44989101	45003397	Sema4g
ENSMUSG00000043122	ENSMUSG00000043122.7	12	112489448	112499927	A530016L24Rik
ENSMUSG00000104546	ENSMUSG00000104546.1	3	152386260	152388037	Gm43858
ENSMUSG00000026932	ENSMUSG00000026932.14	2	26055535	26123220	Nacc2
ENSMUSG00000105710	ENSMUSG00000105710.1	3	152383806	152385217	Gm43859
ENSMUSG00000054493	ENSMUSG00000054493.2	1	14752937	14776931	Gm9947
ENSMUSG00000104822	ENSMUSG00000104822.1	3	152380857	152383168	Gm42967
ENSMUSG00000020447	ENSMUSG00000020447.5	11	6211013	6230143	Npc1l1
ENSMUSG00000107358	ENSMUSG00000107358.1	6	33433008	33434619	Gm43168
ENSMUSG00000104548	ENSMUSG00000104548.1	3	152391162	152394240	Gm43857
ENSMUSG00000083728	ENSMUSG00000083728.1	6	33375111	33377446	Gm13854
ENSMUSG00000049498	ENSMUSG00000049498.5	19	12930840	12935752	Olfr1449
ENSMUSG00000107103	ENSMUSG00000107103.1	6	33690027	33692154	Gm43164
ENSMUSG00000025437	ENSMUSG00000025437.15	3	152346478	152393617	Usp33
ENSMUSG00000025930	ENSMUSG00000025930.6	1	14753346	14755992	Msc
ENSMUSG00000024498	ENSMUSG00000024498.16	18	42511487	42575793	Tcerg1
ENSMUSG00000115787	ENSMUSG00000115787.1	14	49722652	49744296	Gm36146
ENSMUSG00000108939	ENSMUSG00000108939.2	7	108485908	108486840	Olfr500-ps1
ENSMUSG00000082967	ENSMUSG00000082967.2	14	49713246	49713622	Gm16082
ENSMUSG00000115742	ENSMUSG00000115742.1	14	49736658	49738009	Gm48950
ENSMUSG00000110204	ENSMUSG00000110204.1	7	108508058	108509003	Olfr501-ps1
ENSMUSG00000087450	ENSMUSG00000087450.1	2	124708655	124711083	Gm13994
ENSMUSG00000085016	ENSMUSG00000085016.1	13	23527011	23530943	Gm11335
ENSMUSG00000074277	ENSMUSG00000074277.4	7	24610763	24629297	Phldb3
ENSMUSG00000108830	ENSMUSG00000108830.1	7	120736459	120739961	Gm44661
ENSMUSG00000080951	ENSMUSG00000080951.1	11	52405316	52405478	Gm12208
ENSMUSG00000101831	ENSMUSG00000101831.1	Y	37620892	37621587	Gm29412
ENSMUSG00000107619	ENSMUSG00000107619.1	6	51283532	51287855	Gm32479
ENSMUSG00000100428	ENSMUSG00000100428.1	Y	37681820	37706635	Gm29413
ENSMUSG00000030630	ENSMUSG00000030630.16	7	84585159	84606722	Fah
ENSMUSG00000107475	ENSMUSG00000107475.1	6	107881073	107881685	Gm19177
ENSMUSG00000043613	ENSMUSG00000043613.8	9	7445822	7455975	Mmp3
ENSMUSG00000107660	ENSMUSG00000107660.1	6	51379710	51392791	Gm6559
ENSMUSG00000029153	ENSMUSG00000029153.11	5	73322199	73341028	Ociad2
ENSMUSG00000020474	ENSMUSG00000020474.11	11	5827860	5838016	Polm
ENSMUSG00000021319	ENSMUSG00000021319.7	13	19623104	19632994	Sfrp4
ENSMUSG00000040459	ENSMUSG00000040459.11	8	8665075	8690521	Arglu1
ENSMUSG00000113774	ENSMUSG00000113774.1	12	24974609	24975554	Gm36236
ENSMUSG00000033191	ENSMUSG00000033191.14	4	118471191	118490061	Tie1
ENSMUSG00000108236	ENSMUSG00000108236.1	6	51400966	51402219	0610033M10Rik
ENSMUSG00000082212	ENSMUSG00000082212.1	1	66951829	66953469	Gm15826
ENSMUSG00000036333	ENSMUSG00000036333.11	12	24974925	25063152	Kidins220
ENSMUSG00000114047	ENSMUSG00000114047.1	12	54429534	54430398	Gm7557
ENSMUSG00000113947	ENSMUSG00000113947.1	12	54512421	54517079	Gm10465
ENSMUSG00000103600	ENSMUSG00000103600.1	3	66562805	66563551	Gm17952
ENSMUSG00000068396	ENSMUSG00000068396.9	6	71124610	71124963	Rpl34-ps1
ENSMUSG00000118431	ENSMUSG00000118431.1	X	31715509	31717209	Btbd35f25
ENSMUSG00000103700	ENSMUSG00000103700.1	3	66882350	66883138	Gm6555
ENSMUSG00000103318	ENSMUSG00000103318.1	3	66907359	66907766	Gm38356
ENSMUSG00000024863	ENSMUSG00000024863.6	19	30232942	30239687	Mbl2
ENSMUSG00000095770	ENSMUSG00000095770.1	X	31962044	31962821	Gm21637
ENSMUSG00000105794	ENSMUSG00000105794.1	3	66953541	66953862	Gm43516
ENSMUSG00000082919	ENSMUSG00000082919.1	4	93106988	93109914	Gm12641
ENSMUSG00000096922	ENSMUSG00000096922.1	3	5090276	5094776	Gm17308
ENSMUSG00000081297	ENSMUSG00000081297.1	11	52478508	52479103	Gm12209
ENSMUSG00000004187	ENSMUSG00000004187.11	15	76659858	76668196	Kifc2
ENSMUSG00000056203	ENSMUSG00000056203.4	6	42405434	42406526	Tas2r135
ENSMUSG00000082325	ENSMUSG00000082325.1	4	93265413	93266288	Gm12642
ENSMUSG00000096858	ENSMUSG00000096858.4	10	129721221	129729375	Olfr805
ENSMUSG00000058014	ENSMUSG00000058014.4	7	108520825	108525065	Olfr502
ENSMUSG00000030854	ENSMUSG00000030854.17	7	47077795	47133684	Ptpn5
ENSMUSG00000019913	ENSMUSG00000019913.4	10	50894754	50989152	Sim1
ENSMUSG00000058254	ENSMUSG00000058254.12	X	10485158	10596605	Tspan7
ENSMUSG00000091478	ENSMUSG00000091478.2	11	100361716	100362126	Gm10039
ENSMUSG00000109250	ENSMUSG00000109250.1	7	108527397	108529074	Gm5053
ENSMUSG00000028445	ENSMUSG00000028445.7	4	41638144	41640324	Enho
ENSMUSG00000060981	ENSMUSG00000060981.7	13	23531050	23531519	Hist1h4h
ENSMUSG00000118374	ENSMUSG00000118374.1	19	30490703	30491285	Gm17885
ENSMUSG00000082323	ENSMUSG00000082323.2	8	21598905	21600791	Gm15314
ENSMUSG00000050628	ENSMUSG00000050628.6	11	116434094	116439077	Ubald2
ENSMUSG00000060070	ENSMUSG00000060070.5	8	21618183	21618972	Defa26
ENSMUSG00000084761	ENSMUSG00000084761.1	4	41639378	41641416	Gm12406
ENSMUSG00000099601	ENSMUSG00000099601.1	Y	37808837	37812183	Gm29671
ENSMUSG00000060759	ENSMUSG00000060759.4	7	108544527	108545498	Olfr503
ENSMUSG00000055602	ENSMUSG00000055602.17	17	13061104	13082481	Tcp10b
ENSMUSG00000061322	ENSMUSG00000061322.15	4	41569775	41638158	Dnaic1
ENSMUSG00000084366	ENSMUSG00000084366.1	8	21639071	21640378	Gm15313
ENSMUSG00000060105	ENSMUSG00000060105.2	7	108564836	108565793	Olfr504
ENSMUSG00000019841	ENSMUSG00000019841.15	10	39732118	39875211	Rev3l
ENSMUSG00000051451	ENSMUSG00000051451.6	7	90442729	90447994	Crebzf
ENSMUSG00000083138	ENSMUSG00000083138.3	4	115242084	115254557	Cyp4a29
ENSMUSG00000060208	ENSMUSG00000060208.5	8	21655780	21656735	Defa17
ENSMUSG00000068219	ENSMUSG00000068219.8	X	8327424	8336237	Ssxb10
ENSMUSG00000066902	ENSMUSG00000066902.7	8	3583799	3584230	Rps23-ps2
ENSMUSG00000025656	ENSMUSG00000025656.17	X	95048935	95196856	Arhgef9
ENSMUSG00000112533	ENSMUSG00000112533.1	10	111854521	111874376	Gm20758
ENSMUSG00000034685	ENSMUSG00000034685.4	11	102436981	102447682	Fam171a2
ENSMUSG00000087515	ENSMUSG00000087515.1	2	26059010	26060275	Gm13554
ENSMUSG00000065952	ENSMUSG00000065952.13	8	3567990	3584939	C330021F23Rik
ENSMUSG00000063851	ENSMUSG00000063851.12	4	62427540	62435252	Rnf183
ENSMUSG00000075137	ENSMUSG00000075137.4	2	88069817	88071830	Olfr1163
ENSMUSG00000090946	ENSMUSG00000090946.3	12	32378704	32382943	Ccdc71l
ENSMUSG00000108837	ENSMUSG00000108837.1	7	108566845	108567375	Gm44865
ENSMUSG00000109306	ENSMUSG00000109306.1	7	108566250	108566826	Gm18410
ENSMUSG00000109117	ENSMUSG00000109117.1	8	8711484	8712614	Gm18393
ENSMUSG00000112865	ENSMUSG00000112865.1	12	32390768	32431923	Gm40375
ENSMUSG00000061991	ENSMUSG00000061991.2	13	23533906	23534304	Hist1h2af
ENSMUSG00000029832	ENSMUSG00000029832.16	6	51432670	51458768	Nfe2l3
ENSMUSG00000079705	ENSMUSG00000079705.4	X	8413305	8422157	Ssxb1
ENSMUSG00000098057	ENSMUSG00000098057.1	10	127313149	127314148	Gm6283
ENSMUSG00000112628	ENSMUSG00000112628.1	10	111889014	111889818	Gm47880
ENSMUSG00000085444	ENSMUSG00000085444.1	2	110196889	110256131	Gm13936
ENSMUSG00000082512	ENSMUSG00000082512.1	2	110209178	110210165	Gm13937
ENSMUSG00000109190	ENSMUSG00000109190.1	8	8716924	8721308	Gm44621
ENSMUSG00000037159	ENSMUSG00000037159.11	6	40439088	40466813	Wee2
ENSMUSG00000087370	ENSMUSG00000087370.3	13	41605907	41641355	Tmem170b
ENSMUSG00000045994	ENSMUSG00000045994.17	9	26733728	26763101	B3gat1
ENSMUSG00000109062	ENSMUSG00000109062.1	8	8735970	8755337	Gm44622
ENSMUSG00000025779	ENSMUSG00000025779.10	1	16688051	16709611	Ly96
ENSMUSG00000109371	ENSMUSG00000109371.1	8	8727111	8853647	Gm44626
ENSMUSG00000083934	ENSMUSG00000083934.1	4	35401058	35401491	Gm12368
ENSMUSG00000083851	ENSMUSG00000083851.1	4	35436214	35436781	Gm12365
ENSMUSG00000019312	ENSMUSG00000019312.10	11	98446394	98455373	Grb7
ENSMUSG00000030945	ENSMUSG00000030945.17	7	119554340	119600690	Acsm2
ENSMUSG00000099517	ENSMUSG00000099517.2	13	23535422	23535951	Hist1h3g
ENSMUSG00000101486	ENSMUSG00000101486.1	7	33018397	33019378	Gm4405
ENSMUSG00000048261	ENSMUSG00000048261.6	7	13178903	13180174	Gm4879
ENSMUSG00000101375	ENSMUSG00000101375.1	7	33033037	33033175	Gm28383
ENSMUSG00000083129	ENSMUSG00000083129.1	11	52487158	52487310	Gm12210
ENSMUSG00000031434	ENSMUSG00000031434.15	X	139821632	139871677	Morc4
ENSMUSG00000109346	ENSMUSG00000109346.1	8	8920937	8932699	Gm44515
ENSMUSG00000028843	ENSMUSG00000028843.8	4	134127406	134128789	Sh3bgrl3
ENSMUSG00000112145	ENSMUSG00000112145.1	12	54622590	54623217	Gm6218
ENSMUSG00000101974	ENSMUSG00000101974.1	7	33033271	33033733	Gm28384
ENSMUSG00000117853	ENSMUSG00000117853.1	7	13159568	13185864	Vmn1r88
ENSMUSG00000108848	ENSMUSG00000108848.1	8	9125412	9132291	4933430N04Rik
ENSMUSG00000111880	ENSMUSG00000111880.1	10	51238829	51239628	Gm5040
ENSMUSG00000085623	ENSMUSG00000085623.1	1	4970857	4976820	Gm16041
ENSMUSG00000034708	ENSMUSG00000034708.11	11	102430315	102437048	Grn
ENSMUSG00000112212	ENSMUSG00000112212.1	10	51455980	51461404	Gm46189
ENSMUSG00000098094	ENSMUSG00000098094.7	7	33054582	33056561	Scgb2b17
ENSMUSG00000091305	ENSMUSG00000091305.1	1	4927028	4927299	Gm17100
ENSMUSG00000109215	ENSMUSG00000109215.1	8	9144669	9149050	4930453L07Rik
ENSMUSG00000096192	ENSMUSG00000096192.2	13	13964487	13971337	Gm18856
ENSMUSG00000048292	ENSMUSG00000048292.3	19	11826803	11839219	Olfr1417
ENSMUSG00000105957	ENSMUSG00000105957.1	3	133307518	133310008	Gm43254
ENSMUSG00000002459	ENSMUSG00000002459.17	1	4909576	5070285	Rgs20
ENSMUSG00000101774	ENSMUSG00000101774.6	Y	74118552	74121790	Gm29616
ENSMUSG00000044408	ENSMUSG00000044408.7	12	54645392	54656573	Sptssa
ENSMUSG00000039233	ENSMUSG00000039233.12	13	13997949	14039638	Tbce
ENSMUSG00000068218	ENSMUSG00000068218.6	X	8366978	8375390	Ssxb9
ENSMUSG00000099883	ENSMUSG00000099883.1	Y	74225845	74226538	Gm21784
ENSMUSG00000029182	ENSMUSG00000029182.10	5	30466047	30484088	1700001C02Rik
ENSMUSG00000099898	ENSMUSG00000099898.1	7	33063449	33064765	Scgb1b17
ENSMUSG00000012126	ENSMUSG00000012126.16	4	134102570	134127593	Ubxn11
ENSMUSG00000108478	ENSMUSG00000108478.1	7	134095790	134100278	Gm19514
ENSMUSG00000100363	ENSMUSG00000100363.1	Y	74300200	74300895	Gm20805
ENSMUSG00000085724	ENSMUSG00000085724.1	4	152203926	152204467	Gm13096
ENSMUSG00000050066	ENSMUSG00000050066.6	7	134227474	134230705	A130023I24Rik
ENSMUSG00000100338	ENSMUSG00000100338.2	Y	50097276	50122131	Gm28870
ENSMUSG00000100276	ENSMUSG00000100276.1	Y	74329960	74330574	Gm29618
ENSMUSG00000028937	ENSMUSG00000028937.14	4	152178134	152271855	Acot7
ENSMUSG00000109911	ENSMUSG00000109911.1	7	13196629	13198711	Gm45525
ENSMUSG00000113096	ENSMUSG00000113096.1	12	54658820	54659907	Gm40884
ENSMUSG00000110365	ENSMUSG00000110365.1	7	13192117	13197215	Gm38947
ENSMUSG00000084359	ENSMUSG00000084359.1	2	84034243	84034613	Gm13692
ENSMUSG00000081153	ENSMUSG00000081153.1	11	6242378	6242721	Gm11401
ENSMUSG00000090236	ENSMUSG00000090236.3	16	17835276	17838364	Car15
ENSMUSG00000112806	ENSMUSG00000112806.1	10	62781757	62783187	Gm48146
ENSMUSG00000100541	ENSMUSG00000100541.1	Y	50182494	50183180	Gm28871
ENSMUSG00000113792	ENSMUSG00000113792.1	12	35055101	35056961	Gm10933
ENSMUSG00000112173	ENSMUSG00000112173.1	10	62761751	62762079	Gm48145
ENSMUSG00000086224	ENSMUSG00000086224.8	3	5177586	5220841	2700069I18Rik
ENSMUSG00000113571	ENSMUSG00000113571.1	12	35140892	35143130	Gm48137
ENSMUSG00000101318	ENSMUSG00000101318.1	Y	74366787	74367482	Gm29109
ENSMUSG00000068200	ENSMUSG00000068200.6	X	10660522	10660998	Gm5931
ENSMUSG00000025208	ENSMUSG00000025208.9	19	45004829	45006442	Mrpl43
ENSMUSG00000112171	ENSMUSG00000112171.1	12	32486351	32487418	Gm17820
ENSMUSG00000101704	ENSMUSG00000101704.1	Y	37818062	37818757	Gm21878
ENSMUSG00000106290	ENSMUSG00000106290.1	3	135860348	135862598	Gm43429
ENSMUSG00000099367	ENSMUSG00000099367.1	Y	50219469	50219783	Gm29512
ENSMUSG00000020590	ENSMUSG00000020590.16	12	35047186	35147479	Snx13
ENSMUSG00000100805	ENSMUSG00000100805.1	Y	74408375	74411613	Gm29108
ENSMUSG00000106306	ENSMUSG00000106306.4	3	135833701	135840269	4933401H06Rik
ENSMUSG00000054555	ENSMUSG00000054555.11	7	133883199	134232146	Adam12
ENSMUSG00000002897	ENSMUSG00000002897.5	6	120463247	120487559	Il17ra
ENSMUSG00000083262	ENSMUSG00000083262.1	X	10680964	10681429	Gm14470
ENSMUSG00000081308	ENSMUSG00000081308.1	X	10696932	10697364	Gm14480
ENSMUSG00000031119	ENSMUSG00000031119.4	X	52053021	52165252	Gpc4
ENSMUSG00000073676	ENSMUSG00000073676.4	1	55088132	55091307	Hspe1
ENSMUSG00000040478	ENSMUSG00000040478.14	4	21677480	21685963	Prdm13
ENSMUSG00000103881	ENSMUSG00000103881.1	3	5212838	5215216	Gm10748
ENSMUSG00000092204	ENSMUSG00000092204.1	7	8584976	8610512	Vmn2r-ps49
ENSMUSG00000057402	ENSMUSG00000057402.5	X	155124917	155128412	Cldn34b2
ENSMUSG00000095629	ENSMUSG00000095629.2	7	13213020	13220657	Vmn1r89
ENSMUSG00000025154	ENSMUSG00000025154.15	19	41766588	41802047	Arhgap19
ENSMUSG00000099666	ENSMUSG00000099666.6	Y	50258987	50262223	Gm29511
ENSMUSG00000026024	ENSMUSG00000026024.14	1	59162926	59237231	Als2
ENSMUSG00000053897	ENSMUSG00000053897.15	3	135825279	135888572	Slc39a8
ENSMUSG00000025255	ENSMUSG00000025255.18	3	5218526	5415857	Zfhx4
ENSMUSG00000103190	ENSMUSG00000103190.5	Y	18994762	18997125	Gm34716
ENSMUSG00000025209	ENSMUSG00000025209.5	19	45005663	45012762	Twnk
ENSMUSG00000100331	ENSMUSG00000100331.1	Y	50360460	50361155	Gm20880
ENSMUSG00000092427	ENSMUSG00000092427.1	7	13244162	13244362	Vmn1r-ps69
ENSMUSG00000100093	ENSMUSG00000100093.1	1	16758205	16758623	Gm29649
ENSMUSG00000101528	ENSMUSG00000101528.1	Y	74470531	74496958	Gm29110
ENSMUSG00000091020	ENSMUSG00000091020.3	1	16768279	16770138	Gm5828
ENSMUSG00000112617	ENSMUSG00000112617.1	12	32673180	32673294	Gm47937
ENSMUSG00000097007	ENSMUSG00000097007.3	10	11244790	11281221	4930432B10Rik
ENSMUSG00000100390	ENSMUSG00000100390.1	Y	50435167	50435859	Gm20881
ENSMUSG00000096577	ENSMUSG00000096577.2	12	115742205	115742647	Ighv1-71
ENSMUSG00000101349	ENSMUSG00000101349.1	Y	37854963	37855577	Gm28162
ENSMUSG00000087679	ENSMUSG00000087679.2	2	26136814	26140521	Tmem250-ps
ENSMUSG00000101263	ENSMUSG00000101263.1	Y	50464806	50465420	Gm29121
ENSMUSG00000027201	ENSMUSG00000027201.16	2	125084628	125123661	Myef2
ENSMUSG00000025980	ENSMUSG00000025980.14	1	55077835	55088243	Hspd1
ENSMUSG00000099986	ENSMUSG00000099986.1	Y	50501514	50502209	Gm29120
ENSMUSG00000041660	ENSMUSG00000041660.8	2	110262697	110314560	Bbox1
ENSMUSG00000087595	ENSMUSG00000087595.1	2	26138546	26139543	1810012K08Rik
ENSMUSG00000026786	ENSMUSG00000026786.14	2	22774094	22875653	Apbb1ip
ENSMUSG00000089771	ENSMUSG00000089771.1	15	6303244	6309913	Gm16311
ENSMUSG00000000094	ENSMUSG00000000094.12	11	85886422	85916097	Tbx4
ENSMUSG00000108009	ENSMUSG00000108009.1	6	107888681	107889152	Gm44279
ENSMUSG00000101927	ENSMUSG00000101927.1	7	33101869	33102007	Gm28992
ENSMUSG00000042686	ENSMUSG00000042686.5	1	16964560	17097889	Jph1
ENSMUSG00000022150	ENSMUSG00000022150.16	15	6299788	6440712	Dab2
ENSMUSG00000097063	ENSMUSG00000097063.3	1	42707061	42713454	Pantr2
ENSMUSG00000102627	ENSMUSG00000102627.1	7	59995449	60005049	Snurf
ENSMUSG00000000948	ENSMUSG00000000948.16	7	59974149	60005064	Gm38393
ENSMUSG00000104406	ENSMUSG00000104406.1	2	12389872	12392483	Gm38014
ENSMUSG00000099874	ENSMUSG00000099874.1	1	132139504	132142800	Gm29629
ENSMUSG00000102630	ENSMUSG00000102630.1	2	12357095	12358496	Gm37289
ENSMUSG00000093436	ENSMUSG00000093436.6	1	42694925	42744791	Gm20646
ENSMUSG00000104449	ENSMUSG00000104449.1	2	12372212	12375271	Gm37255
ENSMUSG00000026437	ENSMUSG00000026437.11	1	132112237	132139684	Cdk18
ENSMUSG00000026767	ENSMUSG00000026767.12	2	12347263	12419470	Mindy3
ENSMUSG00000045515	ENSMUSG00000045515.3	1	42695768	42703176	Pou3f3
ENSMUSG00000109362	ENSMUSG00000109362.1	7	59258855	59260201	Gm44562
ENSMUSG00000102653	ENSMUSG00000102653.1	1	4938576	4940710	Gm37079
